Problem_number,Catogery,Problem_details
2348,ternary_search,Gym 101309D [2010-2011 ACM-ICPC Northeastern European Regional Contest (NEERC 10)]
2349,ternary_search,UVA 13010 //+Dijkstra
2350,ternary_search,2015-2016 CTU Open Contest: Chasing the Cheetah
2351,ternary_search,12197 UVA (4)
2352,ternary_search,http://www.spoj.com/problems/KOPC12A/ (4) //TS (sadly brute-force works too N^2)
2353,topo,UVA 11686
2354,topo,LightOJ 1034
2355,topo,UVA 10305
2356,topo,124 — Following Orders [UVA]
2357,topo,200 — Rare Order [UVA]
2358,topo,872 — Ordering [UVA]
2359,topo,11060 — Beverages [UVA]
2360,topo,http://codeforces.com/contest/765/problem/E 5
2361,topo,http://codeforces.com/contest/770/problem/C 4 //reduce + toposort
2362,topo,http://codeforces.com/contest/825/problem/E 4 //Toposort from biggest/backward
2363,topo,http://www.spoj.com/problems/CODESPTI/ (6) //VERY NICE — Hard/Weak children
2364,topo,http://codeforces.com/contest/47/problem/B (2) //[EASY][Toposort on 3 elements]
2365,topo,http://codeforces.com/contest/909/problem/E (4) //[NICE][BFS][RECURSION]
2366,treap,http://codeforces.com/contest/899/problem/F (5) //[VERY NICE][DATA STRUCTURE] (FW or Treap)
2367,treap,http://codeforces.com/contest/879/problem/E (6) //[VERY NICE][Making somponents]
2368,treap,http://www.spoj.com/problems/ADAAPHID/ [or clever fenwick][or SQRT-tree]
2369,treap,http://www.spoj.com/problems/ADACROP/
2370,treap,http://codeforces.com/contest/762/problem/E 6
2371,treap,http://www.spoj.com/problems/COUNT1IT/ 5
2372,treap,http://www.spoj.com/problems/IITWPC4D/ 4 //From end — pick i-th + del i-th
2373,treap,http://www.spoj.com/problems/ALLIN1/ 4 //Typical treap operations
2374,treap,http://codeforces.com/contest/847/problem/D 5 //Prolly overkill — VERY NICE
2375,treap,http://codeforces.com/contest/863/problem/D 4 //Not desired solution
2376,treap,http://www.spoj.com/problems/KOILINE/ (4) //VERY NICE — Iterate from back — get+remove
2377,treap,http://www.spoj.com/problems/TWIST/ (5) //NICE: Reverse 
2378,treap,http://www.spoj.com/problems/MEANARR/ (5) //VERY NICE! [POLICY][SHORT]
2379,tree,http://www.spoj.com/problems/ADATOMEL/ 
2380,tree,http://codeforces.com/contest/913/problem/B (2) //Simple check
2381,tree,http://codeforces.com/contest/894/problem/D (5) //[NICE][MERGING][BINARY]
2382,tree,http://codeforces.com/contest/746/problem/G 5
2383,tree,http://codeforces.com/contest/750/problem/F 9
2384,tree,http://www.spoj.com/problems/RTREE/ 3 //longest path tree — query
2385,tree,13175 UVA (2) //something like preorder build
2386,tree,http://codeforces.com/contest/796/problem/C (3) //Just counting — inc by at most 2
2387,tree,http://codeforces.com/contest/797/problem/D (4) //VERY NICE — sort + D&C all
2388,tree,http://codeforces.com/contest/805/problem/E (4) //NICE — Treewidth coloring (greedy)
2389,tree,http://codeforces.com/contest/828/problem/D (3) //Star construction
2390,tree,http://www.spoj.com/problems/TREEDEGREE/ (3) //Degree from euler tree
2391,tree,http://www.spoj.com/problems/UCV2013J/ (3) //Find what is leaf in Binary Tree
2392,tree,http://www.spoj.com/problems/GCPC11J/ (3) //Finding ceter
2393,tree,http://codeforces.com/contest/34/problem/D (3) //Simple reconstruction + DFS
2394,tree-dp,http://www.spoj.com/problems/ADASALES/
2395,tree-dp,http://www.spoj.com/problems/PT07X/ (4) //Classical- VC on tree [NICE]
2396,tree-dp,http://codeforces.com/contest/81/problem/E (6) //[NICE][PSEUDOFOREST REDUCTION]
2397,tree-dp,http://codeforces.com/contest/61/problem/D (4) //dfs-only might works too 
2398,tree-dp,LA 6631 — Jingle Balls (4) //[NICE][SIMPLE]
2399,tree-dp,https://www.codechef.com/problems/TRANDED //By sahil070197
2400,tree-dp,13089 — Golden Coins (UVA)
2401,tree-dp,http://codeforces.com/problemset/problem/855/C
2402,tree-dp,http://codeforces.com/problemset/problem/718/D
2403,tree-dp,https://www.codechef.com/problems/TWOCOINS
2404,tree-dp,https://www.hackerrank.com/contests/101hack35/challenges/road-maintenance/problem
2405,tree-dp,7649 — Performance Review (LA)
2406,tree-dp,http://codeforces.com/problemset/problem/741/D
2407,tree-dp,http://codeforces.com/problemset/problem/592/D
2408,tree-dp,https://www.codechef.com/problems/TOMJERGA
2409,tree-dp,http://codeforces.com/problemset/problem/814/D
2410,tree-dp,1220 — Party at Hali-Bula (UVA)
2411,tree-dp,https://www.hackerrank.com/contests/june-world-codesprint/challenges/r-tree-decoration/problem
2412,tree-dp,12452 — Plants vs. Zombies HD SP (UVA)
2413,tree-dp,http://codeforces.com/problemset/problem/735/E
2414,tree-dp,https://www.codechef.com/problems/COLTREE
2415,tree-dp,12466 — Ancestors (UVA)
2416,tree-dp,6829 — Intrepid climber (LA)
2417,tree-dp,https://www.hackerrank.com/contests/101hack35/challenges/jeanies-route
2418,tree-dp,12257 — The Queue (UVA)
2419,tree-dp,http://codeforces.com/problemset/problem/805/F
2420,tree-dp,http://codeforces.com/problemset/problem/763/D
2421,tree-dp,1218 — Perfect Service
2422,tree-dp,3346 — Perfect Domination on Trees (same as above -_-)
2423,tree-dp,12093 — Protecting Zonk
2424,tree-dp,10859 — Placing Lampposts
2425,tree-dp,http://codeforces.com/problemset/problem/23/E //NICE [but requires big int]
2426,tree-dp,http://codeforces.com/problemset/problem/14/D (5) //NICE [sorting-one][2DFS]
2427,tree-dp,http://www.spoj.com/problems/TWOPATHS/ (6) //VERY NICE Same as above ~ bigger constraints
2428,tree-dp,http://codeforces.com/contest/868/problem/E (8) //VERY NICE — HARD — on tree
2429,trie_bit,http://codeforces.com/contest/888/problem/G (5) //NICE[BIT-BY-BIT D&C]
2430,trie_bit,http://codeforces.com/contest/842/problem/D //Proposed by usernameson
2431,trie_bit,http://codeforces.com/problemset/problem/706/D
2432,trie_bit,https://www.hackerrank.com/contests/w8/challenges/black-box-1
2433,trie_bit,https://csacademy.com/contest/round-42/task/xor-submatrix/
2434,trie_bit,http://codeforces.com/contest/714/problem/C 5
2435,trie_bit,http://www.spoj.com/problems/SUBXOR/ (4)
2436,trie_bit,http://codeforces.com/contest/817/problem/E (5) //Classical — remember sum! NICE!
2437,trie_bit,http://codeforces.com/contest/37/problem/C (4) //NICE — Prefix dictionary [or math]
2438,trie_string,http://www.spoj.com/problems/ADAINDEX/
2439,trie_string,8015 — Alice and Bob play Contact (5) //[VERY NICE] 1stBob
2440,trie_string,2642 [LA]
2441,trie_string,UVA 10860
2442,trie_string,UVA 10295
2443,trie_string,UVA 13186 //+Bitset
2444,trie_string,UVA 1123
2445,trie_string,UVA 12506
2446,trie_string,UVA 11539
2447,trie_string,UVA 1142
2448,trie_string,UVA 12359
2449,trie_string,UVA 10282
2450,trie_string,11732 UVA (5)
2451,trie_string,11539 UVA (5)
2452,trie_string,11488 UVA (4)
2453,trie_string,http://www.spoj.com/problems/TRYCOMP/ (4)
2454,trie_string,10860 UVA (4) //DP + Trie [nice — slightly generic]
2455,trie_string,http://www.spoj.com/problems/DICT/ (4) //Sample trie — but slightly weak/wrong data-set
2456,TSP,https://www.urionlinejudge.com.br/judge/en/problems/view/2810 (5) //[NICE][DOUBLE]
2457,TSP,Gym 100818E [2015-2016 ACM-ICPC Southeastern European Regional Programming Contest (SEERC 2015)]
2458,TSP,3725 [LA]
2459,TSP,UVA 10496
2460,TSP,Gym 101020H [2015 Syrian Private Universities Collegiate Programming Contest] N!
2461,TSP,LightOJ 1057
2462,TSP,UVA 11643 //[NICE][BFS]
2463,TSP,3305 [LA] //On plane
2464,TSP,10937 UVA (4) //find '!' / BFS / TSP — NICE!
2465,TSP,10944 UVA (4) 
2466,TSP,10818 UVA (5) //Easy — but not-easy implementation: ++Dijkstra [LEX!]
2467,TSP,http://www.spoj.com/problems/A_W_S_N/ (4) //BFS + TSP (path) — NICE
2468,two-pointers,http://www.spoj.com/problems/ADAFENCE/ [Multiple Pointers]
2469,two-pointers,http://www.spoj.com/problems/ADAPLANT/
2470,two-pointers,Dev Skills-499: Closest Pair Point (4) //[NICE][GEOMETRY][STRUCTURES]
2471,two-pointers,http://codeforces.com/contest/919/problem/C (3) //Similar — simple sweep [EASY]
2472,two-pointers,http://codeforces.com/contest/144/problem/C (3) //[NICE][FREQUENCY][STRINGS]
2473,two-pointers,http://codeforces.com/contest/895/problem/B (3) //[OR BS]
2474,two-pointers,http://codeforces.com/contest/84/problem/B (2) //EASY //ll
2475,two-pointers,http://codeforces.com/contest/79/problem/C (4) //NICE — [STRINGS][SET][COMPARE]
2476,two-pointers,http://codeforces.com/contest/746/problem/F 6
2477,two-pointers,11436 UVA (5)
2478,two-pointers,http://codeforces.com/contest/760/problem/D 4
2479,two-pointers,11386 UVA (4)
2480,two-pointers,http://www.spoj.com/problems/WOWSUBSTR2/ 3
2481,two-pointers,http://www.spoj.com/problems/ARRAYSUB/ 4
2482,two-pointers,http://www.spoj.com/problems/CODFURY/ 3 //easy — ukazkove
2483,two-pointers,http://codeforces.com/contest/769/problem/B 3 //sort + TP
2484,two-pointers,http://codeforces.com/contest/814/problem/C 4 //NICE — maybe some DP +/-
2485,two-pointers,http://www.spoj.com/problems/CRAN04/ 4 //NICE — (more or less) 3 pointers
2486,two-pointers,http://www.spoj.com/problems/OPCPIZZA/ 3 //NICE [EASY] [AGAINS EACH OTHER]
2487,two-pointers,http://www.spoj.com/problems/ALIEN/ (3) //Classical
2488,two-pointers,http://www.spoj.com/problems/HOTELS/ (3) //Classical & Easy
2489,two-pointers,http://www.spoj.com/problems/KOIREP/ (4) //VERY NICE — N buckedt find mid diff
2490,two-pointers,http://codeforces.com/contest/6/problem/E (4) //NICE — Multiset
2491,two-pointers,http://codeforces.com/contest/873/problem/C (3) //NICE — M times 2P tenchique
2492,wavelet_tree,UVA 1480
2493,wavelet_tree,http://www.spoj.com/problems/ILKQUERY/
2494,wavelet_tree,http://codeforces.com/contest/840/problem/D //Proposed by GreenGrape
2495,Zfunction,https://www.codechef.com/problems/CHSTR //Proposed by Apptica
2496,Zfunction,http://www.spoj.com/problems/SUFEQPRE/
2497,Zfunction,http://codeforces.com/problemset/problem/126/B
2498,Zfunction,http://codeforces.com/contest/119/problem/D (7) //[VERY NICE]
2499,2SAT,11930 UVA (4)
2500,2SAT,http://codeforces.com/contest/776/problem/D (5) 
